	budget	popularity	revenue	runtime	vote_count	char1	directer
1756	27000000	28.227984	129000000	101	607	Hugh Grant	Chris Weitz
1760	30000000	16.698316	15395087	130	288	Jamie Campbell Bower	Roland Emmerich
1763	0	18.591657	0	110	396	Keira Knightley	Saul Dibb
1764	25000000	5.650125	11137801	109	120	Fairuza Balk	Walter Murch
1766	27000000	23.917982	29000000	109	563	Ren�e Zellweger	Christian Alvart
1773	27000000	17.193659	21148829	106	333	LL Cool J	Renny Harlin
1774	25000000	8.31653	6673422	104	127	Bruce Willis	Barry Levinson
1777	26000000	31.250383	183293131	91	788	Kevin James	Steve Carr
1779	26000000	38.473732	109449237	116	1983	Steve Carell	Judd Apatow
1783	27000000	41.832392	101624843	111	1148	Seth Rogen	David Gordon Green
1791	26000000	30.981604	67918658	100	629	Paul Bettany	Scott Stewart
1792	25000000	31.893932	86175291	130	1573	Mark Wahlberg	Michael Bay
1797	26000000	10.925618	28818995	100	144	Frankie Muniz	Kevin Allen
1808	26000000	66.097437	30523226	116	1091	Ryan Reynolds	Tarsem Singh
1810	30000000	38.171417	611899420	127	864	Jim Caviezel	Mel Gibson
1813	33000000	50.7453	269958228	116	3086	Clint Eastwood	Clint Eastwood
1814	25100000	10.445391	29506464	131	143	Josh Brolin	Oliver Stone
1818	22000000	104.469351	321365567	195	4329	Liam Neeson	Steven Spielberg
1819	25000000	42.191509	124272124	146	1910	Emma Stone	Tate Taylor
1826	25000000	46.942396	170764026	85	2251	Lizzy Caplan	Matt Reeves
1835	25000000	38.688822	147780440	107	1331	Natalie Portman	Ivan Reitman
1841	60000000	40.646102	137587063	96	1113	Josh Hutcherson	G?bor Csup?
1843	0	5.377155	0	100	35	Tyler Perry	Tyler Perry
1844	25000000	48.552871	77278331	117	1451	Liam Neeson	Joe Carnahan
1847	25000000	63.654244	46836394	145	3128	Robert De Niro	Martin Scorsese
1853	25000000	31.364901	63100000	109	770	Mark Wahlberg	Baltasar Korm?kur
1861	25000000	25.838073	70442940	97	529	Anna Faris	Fred Wolf
1863	25000000	17.312433	38307627	124	259	Jon Hamm	Craig Gillespie
1864	25000000	53.811461	66980456	94	1798	Jeff Bridges	Phillip Noyce
1867	25000000	21.729434	59192128	101	444	Dane Cook	Mark Helfrich
1874	25000000	29.533437	66122026	114	797	Freddie Highmore	Kirsten Sheridan
1884	25000000	22.622453	39171130	111	543	Mark Wahlberg	Rupert Wyatt
1888	23000000	29.365851	46152800	106	661	Taron Egerton	Dexter Fletcher
1892	25000000	24.903418	23580000	97	515	Jeffrey Dean Morgan	Sylvain White
1893	25000000	14.562197	36993168	99	341	Katie Holmes	Troy Nixey
1902	30000000	21.606001	33333531	115	597	Cameron Diaz	Richard Kelly
1909	25000000	32.854557	42972994	131	973	Tom Hardy	Brian Helgeland
1911	28000000	8.363702	10126458	91	132	Sara Paxton	David R. Ellis
1915	25000000	9.169271	15478800	122	137	Evan Rachel Wood	Robert Redford
1918	25000000	29.796394	11000000	99	705	Kurt Russell	John Carpenter
1920	25000000	51.915025	23057115	140	1272	Tom Hardy	Gavin O'Connor
1923	25000000	4.002579	11207130	113	82	Ryan Phillippe	Kimberly Peirce
1926	14000000	21.680424	85446075	92	498	Jeffrey Dean Morgan	Ole Bornedal
1928	25000000	7.473455	10324441	110	144	James Marsden	Rod Lurie
1931	32000000	41.075532	27635305	111	1087	Viggo Mortensen	John Hillcoat
1939	25000000	7.008216	2405420	95	118	Kristanna Loken	Uwe Boll
1940	25000000	20.011435	27603069	80	738	Kate Winslet	Roman Polanski
1945	13500000	30.058263	19255873	124	704	Geoffrey Rush	Giuseppe Tornatore
1948	25000000	15.279021	48531470	154	380	Fran�ois Cluzet	Guillaume Canet
1958	25000000	14.613152	8784318	137	301	Garrett Hedlund	Walter Salles
1960	24000000	30.445257	155721132	102	835	Sylvester Stallone	Sylvester Stallone
1966	24000000	24.70166	87055349	91	541	Luke Wilson	Todd Phillips
1970	24000000	27.326466	42105111	102	721	Seth Rogen	Kevin Smith
1972	24000000	20.69219	68729358	93	742	George Clooney	Grant Heslov
1978	24000000	3.113009	12372410	107	49	David Arquette	Brian Robbins
1980	24000000	8.630825	30551495	89	141	Sarah Jessica Parker	Douglas McGrath
1981	24000000	23.343839	83188165	88	581	Elisabeth Shue	Alexandre Aja
1986	24000000	26.324874	23081726	98	568	Dwayne Johnson	George Tillman, Jr.
1988	23600000	57.300674	102391382	88	3550	Jesse Eisenberg	Ruben Fleischer
1990	18000000	78.51783	538400000	124	5879	Mark Hamill	Irvin Kershner
1994	12500000	20.317469	75993061	101	910	Ryan Gosling	George Clooney
1995	23000000	18.493202	53187659	108	1789	Vin Diesel	David Twohy
1997	23000000	53.682367	47351251	126	4097	Joaquin Phoenix	Spike Jonze
2000	23000000	8.976738	18653615	114	66	Susan Sarandon	Wayne Wang
2002	23000000	26.257951	33372606	93	505	Gina Carano	Steven Soderbergh
2007	23000000	12.869436	7434726	98	82	Mickey Rourke	Simon Wincer
2008	23000000	15.676123	29541790	124	261	Tommy Lee Jones	Paul Haggis
2009	0	8.426589	0	110	246	Audrey Tautou	Anne Fontaine
2013	23000000	7.876883	5837674	139	57	Donnie Yen	Teddy Chan
2014	25000000	35.169779	94679598	104	1343	John Cusack	Mikael H?fstr?m
2015	22700000	39.890798	38119483	96	902	Mel Brooks	Mel Brooks
2016	22500000	22.096286	15520023	112	431	Russell Crowe	Russell Crowe
2018	23000000	57.110486	369884651	119	1590	Cameron Diaz	Bobby Farrelly
2021	22000000	20.699212	147880543	110	428	Dwayne Johnson	Andy Fickman
2029	22000000	81.829237	95708457	121	2512	Kate Beckinsale	Len Wiseman
2030	22000000	17.7091	57479076	108	319	Clive Owen	Mikael H?fstr?m
2031	22000000	17.772518	35424826	108	301	Matt Damon	Steven Soderbergh
2041	22000000	39.006187	63647656	106	1309	Josh Brolin	Joel Coen
2050	25000000	25.002715	72629670	96	559	Ed Skrein	Camille Delamarre
2054	2000000	16.668854	14400000	100	224	Kristen Bell	Dax Shepard
2058	22000000	12.445176	9479718	105	192	Frances Conroy	John Curran
2061	25000000	18.961323	92991835	119	501	George Clooney	Tony Gilroy
2068	9000000	20.410354	46	90	497	Matthew Macfadyen	Frank Oz
2071	21000000	63.599973	205738714	122	4742	Bradley Cooper	David O. Russell
2072	21000000	17.746981	41170784	123	356	Hilary Swank	Richard LaGravenese
2073	0	1.934524	37000000	134	22	Kimberly Elise	Tyler Perry
2075	20000000	26.21425	41627431	115	497	Sean Faris	Jeff Wadlow
2080	30000000	33.649652	0	127	840	John Hurt	Tomas Alfredson
2082	21000000	13.847872	970816	91	276	Jodie Foster	Jodie Foster
2085	18000000	68.159596	389925971	115	3854	Harrison Ford	Steven Spielberg
2088	38000000	9.662715	29907685	90	150	Kristen Bell	Jim Sonzero
2096	13000000	49.975409	318000141	112	3092	Patrick Wilson	James Wan
2099	35000000	43.057323	131282949	108	1414	Jack Black	Richard Linklater
2102	20000000	40.903931	177243185	115	934	George Clooney	Alexander Payne
2107	20000000	2.986286	60072596	121	29	Tyler Perry	Tyler Perry
2109	20000000	53.161905	207945075	110	2562	Emilia Clarke	Thea Sharrock
2110	0	7.050951	0	114	52	Tyler Perry	Tyler Perry
2112	20000000	42.512296	183936074	100	1252	Mila Kunis	Jon Lucas
2117	20000000	11.62423	67192859	89	191	Emily Deschanel	Stephen T. Kay
2123	20000000	41.503588	88346473	128	2686	Mark Ruffalo	Tom McCarthy
2125	20000000	13.906944	39143839	102	283	Sarah Michelle Gellar	Takashi Shimizu
2132	20000000	17.165039	80547866	82	315	Chris Riggi	Jason Friedberg
2136	32000000	26.509175	50907422	98	660	Trey Parker	Trey Parker
2141	20000000	30.909699	54586584	128	612	Sean Penn	Gus Van Sant
2144	19000000	17.971883	35387212	108	328	Neil Patrick Harris	Todd Strauss-Schulson
2146	0	7.924428	0	101	167	Dylan Walsh	Nelson McCormick
2147	20000000	14.857884	45636368	113	257	Helen Mirren	John Madden
2149	20000000	12.458131	0	87	171	Shannyn Sossamon	Eric Valette
2152	20000000	56.481487	72258126	108	3652	Jim Carrey	Michel Gondry
2157	20000000	28.019226	51416464	98	634	Ethan Hawke	Michael Spierig
2158	20000000	16.176976	49779728	104	525	Alice Eve	Jim Field Smith
2162	20000000	12.300789	39300000	88	124	Hayden Panettiere	Ben Gluck
2167	20000000	62.933899	83707310	96	2181	Emma Roberts	Henry Joost
2169	20000000	17.016284	0	108	255	James Woods	John Carpenter
2171	20000000	17.145287	36620508	101	220	Dane Cook	Howard Deutch
2177	20000000	20.82778	22222308	124	334	Adam Sandler	Mike Binder
2178	15000000	43.644978	56255142	148	3045	Emile Hirsch	Sean Penn
2181	19000000	64.181668	25836616	108	1603	George Clooney	Robert Rodriguez
2185	35000000	6.908351	0	88	20	Haley Joel Osment	Peter Hastings
2186	20000000	10.446722	73276047	128	394	Khalid Abdalla	Marc Forster
2187	20000000	32.243357	60427839	124	918	Sean Penn	Alejandro Gonz?lez I??rritu
2191	20000000	10.50098	17436509	120	167	Michael Moore	Michael Moore
2193	19500000	15.012237	34854990	111	336	Chiwetel Ejiofor	Billy Ray
2194	25000000	16.238961	14109284	87	240	Matt Lanter	Jason Friedberg
2197	20000000	19.220789	30426096	106	671	Chris Evans	Mark Mylod
2198	20000000	35.232278	32204030	95	715	Guy Pearce	Stephen St. Leger
2200	20000000	35.542809	34560577	96	861	Jason Statham	Brian Taylor
2202	20000000	3.476925	13391174	123	12	Tiffany Dupont	Michael O. Sajbel
2207	20000000	15.66135	17280326	108	220	John Cena	Renny Harlin
2208	20000000	19.705311	24145613	116	641	Kodi Smit-McPhee	Matt Reeves
2212	20000000	29.371987	12639297	115	797	Casey Affleck	John Hillcoat
2215	20000000	30.477114	36606743	100	950	Bradley Cooper	John Wells
2219	21000000	15.440465	0	99	284	Robert De Niro	Kirk Jones
2220	0	5.886228	9109322	88	35	Jon Voight	Bob Clark
2225	20000000	45.742217	11110975	148	833	Joaquin Phoenix	Paul Thomas Anderson
2226	0	1.682839	0	85	18	Daniel Tay	Frank Passingham
2228	20000000	2.605374	7000000	83	20	Kevin Farley	David Zucker
2233	20000000	12.232048	6420319	106	185	Jakob Salvati	Alejandro Monteverde
2234	15000000	27.133277	27462041	99	571	Keira Knightley	David Cronenberg
2235	8700000	26.093043	7659918	100	532	Keanu Reeves	Richard Linklater
2238	20000000	7.716606	5210988	111	126	Vanessa Hudgens	Todd Graff
2240	20000000	37.629309	12007070	125	546	Oscar Isaac	J.C. Chandor
2242	0	3.350297	0	119	59	Aaron Abrams	Marc Abraham
2243	20000000	13.032308	4001121	135	195	Cate Blanchett	Todd Haynes
2245	20000000	10.218307	5530764	114	203	Rachel Weisz	Rian Johnson
2251	20000000	3.102987	0	118	36	Aaron Eckhart	Angelo Pizzo
2254	40000000	8.978408	7400000	125	52	Jonathan Rhys Meyers	Roger Spottiswoode
2255	0	10.150993	0	115	97	Mark Wahlberg	James Gray
2264	20000000	10.617236	4634062	107	139	Brandon Routh	Kevin Munroe
2270	20000000	14.182301	0	83	68	Jeremy Suarez	Wayne Thornley
2274	20000000	33.625477	0	96	404	Pierce Brosnan	James McTeigue
2279	20000000	28.497242	216197492	92	1584	Cameron Diaz	Jake Kasdan
2281	19000000	25.28132	70067909	95	713	Hilary Duff	Mark Rosman
2285	19000000	76.603233	381109762	116	6079	Michael J. Fox	Robert Zemeckis
2288	27000000	1.224105	0	90	8	Erin O'Brien	Rob Hawk
2289	19000000	27.494037	49830607	101	583	Jason Bateman	Josh Gordon
2294	15000000	118.968562	274925095	125	3840	Rumi Hiiragi	Hayao Miyazaki
2297	0	57.84156	76586316	131	1486	Geoffrey Rush	Brian Percival
2298	19000000	17.952817	18755936	109	342	Josh Zuckerman	Sean Anders
2299	19000000	21.959742	29922472	100	465	Amy Adams	Anand Tucker
2301	19000000	11.766564	6928068	97	208	Topher Grace	Michael Dowse
2307	19000000	26.441669	32801173	114	638	Nicolas Cage	Spike Jonze
2311	18500000	16.665841	31912793	100	518	Ricky Gervais	Ricky Gervais
2315	18000000	29.487784	261572744	82	1579	Sacha Baron Cohen	Larry Charles
2320	16000000	33.452469	19682924	110	392	Nicolas Cage	Vic Armstrong
2323	23000000	26.58873	76488889	91	656	Billy Bob Thornton	Terry Zwigoff
2326	21000000	14.329891	72417394	99	238	Zachary Gordon	David Bowers
2329	0	9.642041	14796236	88	167	Brittany Snow	Nelson McCormick
2330	17000000	36.423717	129042871	97	2320	Lindsay Lohan	Mark Waters
2339	1000000	14.518598	21378361	89	311	Adrienne Barbeau	John Carpenter
2340	18000000	19.234672	47088990	106	342	AnnaSophia Robb	Sean McNamara
2345	18000000	13.472365	36133014	109	180	Aaron Eckhart	Brandon Camp
2351	17000000	9.191187	24000000	107	167	Steve Martin	Jessie Nelson
2354	30000000	53.670525	34441873	122	1573	Michael Fassbender	Danny Boyle
2355	18000000	14.15192	0	102	197	Hayden Panettiere	Chris Columbus
2356	18000000	13.462544	0	87	319	Michael Cera	Miguel Arteta
2360	18000000	16.520516	10501938	90	246	Ethan Hawke	Courtney Solomon
2367	0	3.659292	0	112	55	James McAvoy	Michael Hoffman
2371	18000000	31.887978	25739015	114	836	Mark Strong	Guy Ritchie
2374	25000000	1.876811	20719451	117	28	Chi Cao	Bruce Beresford
2375	18000000	32.717853	6212282	112	694	Michael Shannon	Jeff Nichols
2383	18000000	6.333869	382174	98	60	Billy Bob Thornton	Gregor Jordan
2392	20000000	33.436092	121463226	113	2100	Jonah Hill	Greg Mottola
2396	15000000	23.980329	51053787	80	479	Anne Hathaway	Cory Edwards
2397	17500000	28.60542	38000000	121	793	Don Cheadle	Terry George
2398	24000000	42.669304	99965753	89	966	Timothy Olyphant	Xavier Gens
2399	17500000	7.180403	7018189	93	16	Forest Whitaker	Kasi Lemmons
2407	16000000	23.425431	109502303	126	478	Paul Giamatti	Alexander Payne
2409	300000	30.301307	70000000	91	1035	Donald Pleasence	John Carpenter
2410	17000000	3.56033	0	87	30	Molly Shannon	John Robert Hoffman
2412	17000000	23.491962	57103895	109	534	Ryan Reynolds	Joe Carnahan
2413	20000000	36.133536	136150434	90	730	Tobin Bell	Kevin Greutert
2416	17000000	24.054062	43165571	86	849	Alex Pettyfer	Daniel Barnz
2417	15000000	35.107857	69623713	107	705	Aaron Stanford	Alexandre Aja
2422	17000000	32.746486	115350426	112	2247	Anna Kendrick	Jason Moore
2430	17000000	33.912116	97542952	91	1723	Jane Levy	Fede Alvarez
2431	17000000	5.787891	20455276	95	101	Nia Vardalos	Donald Petrie
2435	17000000	19.311572	9500000	122	331	Paul Walker	Wayne Kramer
2439	17000000	1.15641	2000000	102	19	Tippi Hedren	Noel Marshall
2442	17000000	9.349386	374743	144	153	Dwayne Johnson	Richard Kelly
2445	17000000	6.385234	9627492	82	140	Ashley Greene	Todd Lincoln 
2447	16800000	4.358255	2281089	122	73	Nicole Kidman	Steven Shainberg
2450	16500000	18.236284	37311672	120	317	Anne Hathaway	Julian Jarrold
2459	15000000	29.943316	133432856	100	1049	Jean Dujardin	Michel Hazanavicius
2460	16000000	15.788784	76514050	87	365	Odette Annable	David S. Goyer
2461	16000000	41.083914	68263166	94	1662	Bruce Willis	Wes Anderson
2465	19000000	90.809408	83258226	118	3041	Ivana Baquero	Guillermo del Toro
2468	16000000	11.807269	40492759	91	224	Minka Kelly	Christian E. Christiansen
2471	12000000	38.623178	80573774	121	2199	Simon Pegg	Edgar Wright
2480	20000000	36.764666	0	113	948	Robert Pattinson	Allen Coulter
2491	16000000	8.842869	2849142	113	90	Halle Berry	Susanne Bier
2511	18000000	2.186927	476684675	103	2414	Macaulay Culkin	Chris Columbus
2516	15000000	80.878605	356296601	122	3313	Kevin Spacey	Sam Mendes
2517	15000000	54.053576	414211549	118	2752	Colin Firth	Tom Hooper
2522	14000000	145.364591	233555708	113	5723	Benedict Cumberbatch	Morten Tyldum
2525	15000000	21.095489	75700498	92	355	Zachary Gordon	Thor Freudenthal
2526	15000000	47.455148	146497771	100	1401	Jessica Chastain	Andy Muschietti
2529	15000000	19.113278	123384128	103	338	Helen Mirren	Stephen Frears
2533	17000000	43.675191	127730736	95	1206	Daniel Radcliffe	James Watkins
2534	15000000	4.688212	66966987	87	268	Camilla Belle	Simon West
2538	17000000	11.927667	55534455	94	280	Hilary Duff	Jim Fall
2540	15000000	31.565117	61548707	98	584	Adam Scott	Michael Dougherty
2543	15000000	19.284129	44862187	104	382	Sylvester Stallone	James Mangold
2547	15000000	61.182331	123726688	123	3311	Eddie Redmayne	James Marsh
2551	15000000	12.929525	39421467	105	267	Scout Taylor-Compton	Rob Zombie
2553	15000000	19.760383	32721635	110	440	Garret Dillahunt	Dennis Iliadis
2554	15000000	10.194097	47175038	88	230	Debra Messing	Clare Kilner
2558	15000000	49.294864	78054825	100	3725	Ryan Gosling	Nicolas Winding Refn
2566	15000000	13.237835	40105542	99	295	Sandra Bullock	Phil Traill
2570	0	9.681147	0	103	245	Joey King	Elizabeth Allen Rosenbaum
2579	15000000	18.268009	20566327	94	421	Jordan Peele	Peter Atencio
2580	15000000	7.809701	20529194	117	80	Gwyneth Paltrow	Shana Feste
2582	15000000	35.395129	35485608	140	1653	Ryan Gosling	Derek Cianfrance
2583	15000000	45.317278	32556119	108	639	Pierce Brosnan	Roger Donaldson
2585	15000000	47.006162	42000000	131	1840	Jeremy Renner	Kathryn Bigelow
2587	15000000	24.612603	37930465	97	742	Brad Pitt	Andrew Dominik
2591	15000000	0.335195	22730842	85	10	Bono	Mark Pellington
2594	15000000	16.629173	59389433	107	978	Anne Hathaway	Lone Scherfig
2596	15000000	8.113634	12000000	92	97	Barry Pepper	Brian Koppelman
2606	15000000	10.9071	14867514	103	211	Hilary Duff	Sean McNamara
2607	15000000	49.230089	46189568	117	2926	Jeff Bridges	Joel Coen
2608	15000000	11.429607	10903846	116	243	Samuel L. Jackson	Craig Brewer
2610	16000000	9.717392	18928871	100	95	Angelina Jolie	Michael Winterbottom
2616	15000000	25.329493	34533783	107	1388	Colin Farrell	Martin McDonagh
2618	15000000	13.832376	8762890	102	156	Rainn Wilson	Peter Cattaneo
2619	15000000	7.446069	6405245	89	100	Alexis Bledel	Vicky Jenson
2621	15000000	21.857387	35097815	92	350	Larry David	Woody Allen
2622	15000000	0.249245	5217498	105	15	Susan Ward	Mary Lambert
2630	15000000	30.983397	9455232	104	737	Carey Mulligan	Mark Romanek
2635	15000000	15.175289	7938872	112	545	Naomi Watts	Michael Haneke
2636	0	2.414721	0	100	31	Thomas Stroppel	Khalil Sullins
2639	12000000	17.493735	9584131	84	565	David Belle	Pierre Morel
2644	8500000	9.029489	8936663	98	152	Tony Jaa	Tony Jaa
2645	12000000	22.708647	6814789	97	386	Michael Fassbender	Neil Marshall
2647	15000000	19.913961	3533227	98	290	Bradley Cooper	Ry�hei Kitamura
2648	15000000	1.897761	0	107	5	Elias Koteas	Darrell James Roodt
2653	20000000	6.459787	27187375	85	72	Jake T. Austin	Anthony Silverston
2654	7000000	49.808505	0	110	670	Antonio Banderas	Gabe Ib??ez
2657	15000000	5.294319	0	119	65	Jackie Chan	Derek Yee Tung-Sing
2661	14500000	41.493042	147298761	120	1374	Leonardo DiCaprio	Baz Luhrmann
2663	14500000	4.389363	0	98	9	Cuba Gooding Jr.	Peter Cousens
2666	15000000	59.258969	377910544	120	2827	Dev Patel	Danny Boyle
2673	15000000	13.706357	100734718	101	299	Jensen Ackles	Patrick Lussier
2675	14000000	27.17347	185438673	125	507	Roger Moore	Lewis Gilbert
2677	0	4.448494	0	111	45	Tyler Perry	Tyler Perry
2680	13000000	23.3784	114956699	105	527	Meryl Streep	Phyllida Lloyd
2682	14000000	3.650857	27515786	109	47	Janet Jackson	John Singleton
2689	14000000	6.733485	21409028	103	39	Forest Whitaker	Rick Famuyiwa
2707	0	8.387573	0	93	108	Jessica Biel	Stephan Elliott
2716	14000000	24.210698	1755212	89	418	Madeline Carroll	Rob Reiner
2717	14000000	44.135568	178043761	134	1480	Heath Ledger	Ang Lee
2722	15000000	32.306455	19422261	110	1206	Colin Farrell	Martin McDonagh
2724	18339750	32.445895	92180910	156	1037	Bruno Ganz	Oliver Hirschbiegel
2729	13000000	6.735922	98441954	105	154	Justin Bieber	Jon M. Chu
2730	13000000	91.285683	327803731	108	4430	Natalie Portman	Darren Aronofsky
2734	16000000	10.248439	77000000	117	186	Jennifer Garner	Patricia Riggen
2737	13000000	43.791745	54837234	102	763	Bill Murray	Theodore Melfi
2740	13000000	13.525704	0	88	151	DJ Qualls	Ed Decter
2742	17000000	60.829621	119100758	86	1567	Blake Lively	Jaume Collet-Serra
2750	13200000	24.656068	53830415	83	181	Idris Elba	Sam Miller
2751	18000000	37.104353	57096190	126	1399	Thomas Jane	Frank Darabont
2752	15000000	95.130041	36869414	108	4737	Domhnall Gleeson	Alex Garland
2757	19000000	24.47248	68673228	141	541	Ken Watanabe	Clint Eastwood
2760	6000000	66.11334	35401758	117	2757	Brie Larson	Lenny Abrahamson
2776	13000000	43.444135	33400000	102	2968	Logan Lerman	Stephen Chbosky
2781	14350531	30.952377	3964682	88	733	Nick Frost	Joe Cornish
2782	10000000	4.267466	303877	127	45	Zana Marjanovi?	Angelina Jolie
2783	13000000	34.532418	68572378	94	1257	Halle Berry	Brad Anderson
2793	13000000	11.892615	0	109	173	Casey Affleck	Michael Winterbottom
2797	12000000	15.817096	11293663	106	509	Ryan Gosling	Craig Gillespie
2802	15000000	7.497306	5024782	90	84	Michael Douglas	Brian Koppelman
2803	20000000	26.396191	31327899	105	1150	Danny Trejo	Robert Rodriguez
2804	12500000	6.546037	1083683	108	94	Kevin Spacey	George Hickenlooper
2807	12500000	0.903529	3878993	118	30	Clifton Collins Jr	William Dear
2808	8000000	47.584643	441306145	122	2005	Linda Blair	William Friedkin
2809	7000000	50.152327	470654000	124	2542	Roy Scheider	Steven Spielberg
2813	12000000	6.035152	96070507	122	281	Michael Ealy	Tim Story
2817	12000000	23.161754	79567667	114	504	Matthew Broderick	John Badham
2819	12000000	21.958055	81272766	110	417	Roselyn S?nchez	Mike McCoy
2823	12000000	26.219598	43493123	107	497	John Cho	Jon Hurwitz
2832	12000000	11.135734	56309766	98	281	Jessica Alba	David Moreau
2834	12000000	11.510281	31155435	93	218	Method Man	Jesse Dylan
2837	12000000	8.410688	32726956	93	85	Katy Perry	Dan Cutforth
2844	0	6.2464	0	118	72	Joan Allen	Mike Binder
2846	12000000	16.931846	23006849	104	364	Emma Roberts	Elizabeth Allen Rosenbaum
2852	12000000	16.183746	22939027	94	364	Charlize Theron	Jason Reitman
2860	14000000	26.967494	85000000	149	613	J�rgen Prochnow	Wolfgang Petersen
2865	12000000	32.940597	32248241	106	933	Jonny Weston	Dean Israelite
2877	11000000	27.65527	88489643	119	537	Song Kang-ho	Bong Joon-ho
2880	12000000	9.779444	0	97	225	Anton Yelchin	Jon Poll
2883	12000000	27.322212	12077441	99	882	Mia Wasikowska	Park Chan-wook
2884	12000000	12.664787	19271312	129	206	Tony Leung Chiu-Wai	Wong Kar-wai
2886	12000000	4.795244	0	100	41	Alex Michaeletos	Carroll Ballard
2887	12000000	5.841285	1644755	111	84	Colin Farrell	Neil Jordan
2888	12000000	5.327714	15250000	114	107	Takeshi Kitano	Takeshi Kitano
2893	12000000	11.237374	0	120	67	Kevin Kline	Marco Kreuzpaintner
2897	7500000	11.636883	0	95	192	Jeremy Northam	Vincenzo Natali
2904	12000000	11.150261	101332962	99	229	Greg Kinnear	Randall Wallace
2906	0	0.186234	0	89	2	Witney Carson	David Winters
2909	11500000	4.75919	0	101	29	Paddy Considine	Jamie Thraves
2912	11000000	126.393695	775398007	121	6624	Mark Hamill	George Lucas
2913	11500000	56.805781	94073028	102	1406	Zac Efron	Dan Mazer
2917	25000000	31.019381	93617009	116	1486	Mark Wahlberg	David O. Russell
2923	0	7.377587	0	101	142	Talulah Riley	Barnaby Thompson
2925	11000000	33.283554	41227069	101	1018	Mandy Moore	Adam Shankman
2928	11000000	31.900899	68233629	90	722	Tobin Bell	Kevin Greutert
2930	11000000	7.645979	38105395	114	158	Dakota Fanning	Gina Prince-Bythewood
2935	11000000	39.337949	62076141	111	1213	Saoirse Ronan	John Crowley
2942	11000000	21.204929	61619773	120	440	Helen Mirren	Simon Curtis
2957	0	3.122152	0	111	35	Andy Serkis	Rowan Joffe
2961	0	8.950864	0	123	25	Laura Linney	Ray Lawrence
2965	0	6.340135	0	102	112	Anna Paquin	Jaume Balaguer?
2967	10500000	56.105798	792910554	115	3269	Henry Thomas	Steven Spielberg
2968	10000000	12.792446	17500000	97	160	Meg Ryan	Jon Kasdan
2971	0	0.12082	0	135	29	Akshay Kumar	Sajid Khan
2973	12000000	5.759545	9622846	145	35	Eva Longoria	Dean Wright
2975	10000000	43.734886	225933435	126	2811	Robin Williams	Gus Van Sant
2979	28000000	14.754281	90449929	98	568	Kirsten Dunst	Peyton Reed
2980	10000000	53.727146	118587880	105	1306	Elizabeth Mitchell	James DeMonaco
2982	10000000	29.244768	139352633	93	903	Tobin Bell	Darren Lynn Bousman
2991	10000000	25.929893	40485039	90	454	Keanu Reeves	Stephen Herek
2993	10000000	21.258991	136836156	124	459	Bill Nighy	John Madden
2997	10000000	38.179483	64188367	97	1102	Lauren Cohan	William Brent Bell
2998	10000000	30.934688	33583175	80	816	Chris Messina	John Erick Dowdle
3004	10000000	14.543435	30652890	130	823	Ben Affleck	Kevin Smith
3009	8500000	4.844451	34411240	84	70	Jesse Bradford	John Polson
3013	65000000	31.974359	143695338	102	679	Bryce Dallas Howard	David Lowery
3015	10000000	26.090495	52882018	97	581	Shannyn Sossamon	Ciaran Foy
3018	10000000	22.888173	42333295	98	441	Milla Jovovich	Olatunde Osunsanmi
3020	0	2.580808	0	123	13	Wesley Snipes	Leon Ichaso
3026	0	6.27141	0	101	34	Abigail Breslin	Patricia Rozema
3027	0	11.158906	0	100	203	Hilary Duff	Mark Rosman
3036	10000000	7.944457	0	92	201	Harry Styles	Morgan Spurlock
3042	5000000	27.247013	58978653	108	1049	Jason Bateman	Joel Edgerton
3051	10000000	14.038512	6110000	90	179	Will Forte	Jorma Taccone
3054	10000000	12.067921	0	95	145	Eva Longoria	Jeff Lowell
3056	0	10.254807	6861102	87	135	Anne Heche	Miguel Arteta
3057	20000000	73.567232	23875127	119	3016	Edward Norton	Tony Kaye
3062	0	0.753481	0	96	34	Stephen Dorff	Scott Kalvert
3064	10000000	14.905357	33000000	100	238	Simon Pegg	David Schwimmer
3072	0	4.725357	0	112	41	Samantha Mathis	John Putch
3075	6500000	28.223163	98410061	112	1149	Sandra Bullock	Paul Haggis
3078	0	8.326131	0	120	90	Scott Mechlowicz	Victor Salva
3079	10000000	3.919057	0	97	51	Nick Swardson	Tom Brady
3081	10000000	19.865989	40055439	95	448	Natalie Dormer	Jason Zada
3083	10000000	19.263477	7587485	97	383	Ben Stiller	Noah Baumbach
3085	0	6.948401	0	98	168	Ralph Fiennes	David Cronenberg
3091	10000000	16.436178	3665069	102	425	Matthew McConaughey	William Friedkin
3092	10000000	14.979375	7022728	96	210	David Duchovny	Derrick Borte
3098	5000000	6.265659	1296184	106	86	John Cusack	Joshua Seftel
3105	10000000	2.85283	0	111	29	Sigourney Weaver	Dan Harris
3107	10000000	9.805551	295750	99	177	Robin Williams	Bobcat Goldthwait
3108	0	12.898984	0	96	169	Danny Dyer	Christopher Smith
3109	10000000	2.803642	0	82	50	William H. Macy	Stuart Gordon
3116	0	1.388136	0	90	19	Justin Timberlake	Michael Meredith
3119	0	0.122874	140987	94	4	Corbin Bleu	William Dear
3124	0	7.245108	0	94	130	Adrienne Pickering	Andrew Traucki
3132	0	1.259968	0	99	9	Shabana Azmi	Gurinder Chadha
